,Node,Degree Centrality,PageRank,Betweenness Centrality,formula,mol_weight
1327,C00526,0.0008898380494749955,0.00017640646922114462,0.00014993819230086947,C9H12N2O5,228.202
1328,C21183,0.0005339028296849973,0.00017634448111356524,0.000700093556403069,C21H22O6,370.3958
1329,C04944,0.0005339028296849973,0.00017632819271705437,0.0003406030155911412,C20H34NO16R,999.0
1330,C15914,0.0007118704395799964,0.00017631217971829222,0.00010466898346333722,C46H64O6,712.9968
1331,C05316,0.0005339028296849973,0.00017620095113993488,0.0003596278126126071,C22H19NO6,393.3894
1332,C20966,0.0007118704395799964,0.0001761451003430624,0.00019291441781548013,C7H11N3O4,201.1799
1333,C21673,0.0005339028296849973,0.00017609967420270206,0.0003406030155911411,C10H16N2O5R2,999.0
1334,C00227,0.0008898380494749955,0.00017598584703759951,0.0007977161046619042,C2H5O5P,140.0319
1335,C00974,0.0005339028296849973,0.00017597250253257492,0.0003406156868342805,C15H12O6,288.2522
1336,C01750,0.0007118704395799964,0.00017577528837604538,0.00023769614945732872,C21H20O11,448.3769
1337,C04348,0.0008898380494749955,0.00017575148271033373,6.693225857063813e-05,C25H40N7O20P3S,883.6063
1338,C16649,0.0005339028296849973,0.00017571633460519595,0.0004227416559846603,C8H16O3,160.2108
1339,C04903,0.0005339028296849973,0.00017569748027414304,0.00034988888080171235,C27H42N2O23R2,999.0
1340,C13622,0.0005339028296849973,0.00017559430886740867,0.00016869059746994663,C15H14Br2O2,386.0785
1341,C05313,0.0007118704395799964,0.0001755743414992019,8.343900687941507e-05,C38H56O4,576.8488
1342,C03313,0.0005339028296849973,0.0001754156143598914,0.0003406030155911412,C31H48O2,452.7116
1343,C21589,0.0007118704395799964,0.00017536435214666183,0.000524123948485733,C23H26NO8,444.4544
1344,C06714,0.0007118704395799964,0.0001753306109873373,0.00031812834476572,C28H46N7O20P3S,925.686
1345,C05804,0.0005339028296849973,0.0001753000497790723,0.0003596383719818904,C38H56O3,560.8494
1346,C05814,0.0005339028296849973,0.00017530004977907225,0.00035963837198189035,C48H72O3,697.0835
1347,C12399,0.0007118704395799964,0.000175292429584255,0.0002914415612414019,C19H12O5,320.2956
1348,C12383,0.0005339028296849973,0.00017518071076708534,0.000532231327537093,C21H18O9,414.3622
1349,C01920,0.0008898380494749955,0.0001751163452954635,1.2077980523274892e-05,C31H50N7O17P3S,917.7517
1350,C06442,0.0007118704395799964,0.0001750419458532702,0.0005835550442094353,C6H12N2O3,160.1711
1351,C00966,0.0008898380494749955,0.00017503650351994673,7.199745384044761e-05,C6H10O4,146.1412
1352,C16212,0.0007118704395799964,0.00017503467906581857,3.3694406938356066e-05,C11H8O3,188.1794
1353,C15861,0.0007118704395799964,0.0001749973709963513,0.0001336116851853741,C46H68O6,717.0285
1354,C16204,0.0005339028296849973,0.00017499550492622152,1.7667982552545892e-05,C14H10O2,210.228
1355,C02960,0.0008898380494749955,0.00017488027476551867,0.00015812890277121016,C19H37NO6PR,999.0
1356,C04691,0.0008898380494749955,0.0001748191943724197,0.00010115773851051852,C7H13O10P,288.1459
1357,C19621,0.0007118704395799964,0.0001747551330752282,9.980551815964728e-05,C18H36O5,332.4754
1358,C00559,0.0008898380494749955,0.0001746895311386887,4.6489681946018686e-05,C10H13N5O3,251.2419
1359,C05176,0.0007118704395799964,0.0001746712228359665,5.393496260010142e-06,C18H21NO3,299.3642
1360,C08613,0.0005339028296849973,0.000174657596301295,0.00034065834668618375,C40H54,534.8568
1361,C00797,0.0007118704395799964,0.00017465455551648614,1.000131822005758e-06,C2H7N,45.0837
1362,C16474,0.0005339028296849973,0.00017453927916868082,0.0004080723855027193,C6H5FO4,160.0999
1363,C12837,0.0005339028296849973,0.00017451962225254738,0.00045294274441992334,C6H7ClO2,146.5716
1364,C16255,0.0008898380494749955,0.00017451718915016196,0.00021388999710001314,C10H18NO2S2R,999.0
1365,C01917,0.0005339028296849973,0.0001744704837220079,0.00036081776632864565,C18H36N4O10,468.4992
1366,C03789,0.0007118704395799964,0.00017445848894201784,0.00011699166978826418,C6H13NO11S2,339.2975
1367,C18232,0.0007118704395799964,0.00017443482493987182,6.310107559065393e-05,C5H5NO4,143.0975
1368,C05315,0.0005339028296849973,0.00017442777943959273,0.00034060301559114115,C21H22NO4,352.4037
1369,C21587,0.0007118704395799964,0.00017440406106388574,0.00018359708428113011,C21H24NO6,386.4184
1370,C18153,0.0005339028296849973,0.00017434458222209616,0.0010217300553814258,C35H38MgN4O6,635.0044
1371,C05452,0.0005339028296849973,0.00017433477012385222,0.00022743321626510858,C27H48O2,404.6688
1372,C20846,0.0007118704395799964,0.00017421703110506647,0.0003409278073039859,C5H8N2O4,160.128
1373,C05417,0.0005339028296849973,0.00017408074853424908,0.0003695951977040177,C27H46O,386.6535
1374,C12631,0.0007118704395799964,0.00017407006016422876,0.0008612686807390917,C15H12O6,288.2522
1375,C15581,0.0007118704395799964,0.00017406572382759307,2.0062801637623014e-07,C27H30O13,562.5193
1376,C06142,0.0005339028296849973,0.00017397119320900872,0.0005265401091844689,C4H10O,74.1216
1377,C21566,0.0007118704395799964,0.00017394624340311412,0.000982114630151519,C26H35NO11,537.5562
1378,C01729,0.0005339028296849973,0.00017383097335534113,0.00034071916865325376,C16H14O4,270.28
1379,C06933,0.0005339028296849973,0.00017378951816400296,0.00017059717013549337,C7H15Cl2N2O2P.,279.1012
1380,C03752,0.0007118704395799964,0.00017372584509525824,0.0005339061071341772,C6H13NO6,195.1705
1381,C05625,0.0007118704395799964,0.0001735804429350629,2.2156402385610583e-05,C27H30O16,610.5175
1382,C21403,0.0007118704395799964,0.00017356567510450448,0.0005925767534793579,C4H10NO4P,167.1003
1383,C01138,0.0007118704395799964,0.00017348223174094003,0.0010557843961101247,C21H40N7O15P,661.554
1384,C16600,0.0007118704395799964,0.00017345862409181399,0.0003018726138210199,C9H14O7,234.2033
1385,C15514,0.0005339028296849973,0.00017344921754780236,0.0007807701003985453,C15H20O5,280.3163
1386,C00502,0.0007118704395799964,0.00017332659387182665,0.0005627581046498882,C5H10O6,166.1293
1387,C00843,0.0005339028296849973,0.00017330247017263177,0.00034688504371002064,C10H18O,154.2493
1388,C12002,0.0005339028296849973,0.00017326370528934719,0.0006338137561129342,C31H51NO10,597.7373
1389,C13623,0.0005339028296849973,0.0001732246783925143,0.001370216951666581,C15H15BrO2,307.1824
1390,C16615,0.0007118704395799964,0.00017314757521757213,0.00016604888508790438,C11H15N4O7PS,378.2982
1391,C18308,0.0005339028296849973,0.00017310315141988366,0.0003406030155911411,C7H6Cl2O4,225.0261
1392,C02513,0.0007118704395799964,0.00017304933769044398,0.0001402235584581864,C27H42O6,462.6188
1393,C06094,0.0007118704395799964,0.00017298713291633995,0.0001487741426973302,C20H28O5,348.4333
1394,C09751,0.0003559352197899982,0.0001729173590453786,0.00034060301559114093,C15H12O5,272.2528
1395,C20499,0.0003559352197899982,0.0001729173590453786,0.00034060301559114093,C20H20O7,372.3686
1396,C21569,0.0003559352197899982,0.00017290491939270824,0.0003406030155911411,C9H8N2O2,176.172
1397,C16708,0.0003559352197899982,0.00017290491939270824,0.00034060301559114115,C21H25NO5,371.4269
1398,C12173,0.0003559352197899982,0.00017290491939270824,0.0003406030155911411,C16H19NO3,273.327
1399,C02141,0.0003559352197899982,0.00017290491939270824,0.00034060301559114115,C30H50O,426.7174
1400,C09827,0.0003559352197899982,0.00017290491939270824,0.0003406030155911411,C15H12O4,256.2534
1401,C02126,0.0003559352197899982,0.0001728649975704701,0.0006810793187508868,C6H6N2O2,138.124
1402,C12426,0.0007118704395799964,0.00017281494481365662,3.0510009540414365e-05,C28H31NO11,557.5458
1403,C12471,0.0005339028296849973,0.0001728119832756786,0.00047826337005378247,C21H18ClNO6,415.8237
1404,C14092,0.0005339028296849973,0.00017274116290753343,0.0003695318414883196,C11H10O4,206.1947
1405,C01005,0.0008898380494749955,0.00017267886882577375,0.0001850796779397622,C3H8NO6P,185.0725
1406,C11874,0.0005339028296849973,0.0001726658827839443,0.00034060301559114093,C20H30O2,302.451
1407,C04692,0.0005339028296849973,0.00017265811347256274,0.0003406030155911411,C12H17N5O4R2,999.0
1408,C05104,0.0003559352197899982,0.00017259314014328252,0.0006810793187508868,C27H44O,384.6377
1409,C16165,0.0005339028296849973,0.00017255455268098537,0.00035259051658998104,C41H64N7O17P3S,1051.9698
1410,C16162,0.0005339028296849973,0.00017255455268098537,0.00035259051658998104,C39H64N7O17P3S,1027.9484
1411,C17559,0.0007118704395799964,0.00017251472772917658,6.754954240861252e-05,C13H16O4(C5H8)n,999.0
1412,C05656,0.0005339028296849973,0.00017248656658179056,0.00044036463650780236,C10H9NO7,255.181
1413,C00185,0.0007118704395799964,0.0001724192451714244,1.706565016379282e-06,C12H22O11,342.2965
1414,C18266,0.0005339028296849973,0.00017237781835504023,0.000427236935648794,C16H10O2,234.2494
1415,C18265,0.0005339028296849973,0.00017237781835504023,0.000427236935648794,C16H10O2,234.2494
1416,C17582,0.0007118704395799964,0.0001723497688412151,0.00048531619384603597,C14H27N3O8,365.3795
1417,C12623,0.0007118704395799964,0.0001723320606829331,2.767649779202159e-07,C9H8O4,180.1574
1418,C20199,0.0007118704395799964,0.00017232736504599786,0.0003827520322568002,C13H18O4,238.2796
1419,C01246,0.0007118704395799964,0.00017208170692183098,3.516389710252969e-05,C26H47O9P(C5H8)n,999.0
1420,C15607,0.0007118704395799964,0.000172053488313241,0.0003408042470000479,C4H6N2O4,146.1014
1421,C18678,0.0005339028296849973,0.0001720035569852581,0.0006551712461223272,C19H18O6,342.3426
1422,C13624,0.0005339028296849973,0.0001719417261089012,0.0017099679540215447,C15H16O2,228.2863
1423,C16298,0.0007118704395799964,0.00017193950254248662,0.0003548153533528987,C21H21O11,449.3848
1424,C04722,0.0007118704395799964,0.00017192672988901618,0.00044516540459822344,C27H46O5,450.6511
1425,C16597,0.0007118704395799964,0.00017184027795018238,0.0003922605060052852,C8H12O7,220.1767
1426,C06427,0.0005339028296849973,0.00017182175332661152,0.0007304437926057035,C18H30O2,278.4296
1427,C06428,0.0005339028296849973,0.00017182175332661152,0.0007304437926057035,C20H30O2,302.451
1428,C05629,0.0007118704395799964,0.00017172386092008263,2.777132424142039e-06,C9H10O2,150.1745
1429,C06672,0.0007118704395799964,0.00017159421787470733,0.0001869593157357508,C8H8O4,168.1467
1430,C12632,0.0007118704395799964,0.00017152996802919008,0.00014321991022688343,C27H26O18,638.4845
1431,C17697,0.0007118704395799964,0.00017152907401248995,0.00010731078562748244,C7H11O8P,254.1312
1432,C06161,0.0007118704395799964,0.00017148723651542035,2.7337587674372794e-05,C17H19NO3,285.3377
1433,C08980,0.0005339028296849973,0.0001714190533243216,0.00046344076414956575,C30H50O3,458.7162
1434,C00808,0.0005339028296849973,0.00017140431443938447,7.730881445337409e-05,C10H16O,152.2334
1435,C03955,0.0007118704395799964,0.00017134925465542788,0.0001742451484114007,C8H16N2O4,204.2236
1436,C21022,0.0005339028296849973,0.00017134762844327577,0.00035057725304250446,C19H34NO3R,999.0
1437,C07282,0.0003559352197899982,0.00017134527910925241,0.00034060301559114093,C11H22N4O2R2,999.0
1438,C18317,0.0003559352197899982,0.00017134527910925241,0.00034060301559114093,C7H8O3,140.1366
1439,C02165,0.0003559352197899982,0.00017134527910925241,0.00034060301559114093,C20H32O4,336.4657
1440,C12419,0.0003559352197899982,0.00017134527910925241,0.00034060301559114093,C21H18O8,398.3628
1441,C11635,0.0003559352197899982,0.00017134527910925241,0.00034060301559114093,C19H22N2O,294.3908
1442,C20308,0.0003559352197899982,0.00017134527910925241,0.00034060301559114093,C15H22O,218.3346
1443,C01714,0.0007118704395799964,0.00017132216934125555,6.710836769504277e-05,C21H20O10,432.3775
1444,C07087,0.0007118704395799964,0.00017131354053385813,0.0002771587206978525,C8H8O4,168.1467
1445,C02035,0.0005339028296849973,0.00017124969215036282,0.0006526500881168507,C19H24O5,332.3909
1446,C01380,0.0007118704395799964,0.0001711449945390062,0.0003290326829746536,C2H6O2,62.0678
1447,C21762,0.0007118704395799964,0.0001711142479587448,0.0001712111589617021,C10H12N2O,176.2151
1448,C02933,0.0005339028296849973,0.00017105602711503664,0.00034060301559114104,C6H4Cl2O2,179.0008
1449,C17339,0.0005339028296849973,0.00017096623607179272,0.0009639564213645281,C27H44O3,416.6365
1450,C12667,0.0007118704395799964,0.00017092105093817627,3.4710155314413954e-07,C27H30O17,626.5169
1451,C21345,0.0005339028296849973,0.00017088383195944378,0.00026337316991112327,C9H8IO3SR,999.0
1452,C16254,0.0008898380494749955,0.0001706851548432915,9.471359176947483e-05,C12H20NO4S2R,999.0
1453,C02995,0.0008898380494749955,0.00017061383227232464,7.031495095584597e-05,C12H23O14P,422.2764
1454,C17234,0.0008898380494749955,0.00017050295215370728,1.4184292220751247e-05,C4H7NO2,101.1039
1455,C16447,0.0007118704395799964,0.00017039212379730566,0.00019188193832261473,C15H23N5O5,353.3736
1456,C12405,0.0005339028296849973,0.00017037225858982922,1.9633738111956975e-05,C31H34O10,566.5957
1457,C20350,0.0007118704395799964,0.00017037088072627098,5.1860133738989137e-05,C12H25N3O7,323.3428
1458,C17224,0.0007118704395799964,0.0001703554831582186,9.180423639354333e-06,C9H16O3S,204.2865
1459,C17216,0.0007118704395799964,0.0001703554831582186,9.180423639354337e-06,C7H12O3S,176.2334
1460,C17228,0.0007118704395799964,0.0001703554831582186,9.180423639354333e-06,C10H18O3S,218.3131
1461,C17220,0.0007118704395799964,0.0001703554831582186,9.180423639354337e-06,C8H14O3S,190.26
1462,C16190,0.0007118704395799964,0.00017032744047564935,0.0015528042966312474,C16H14O5,286.2794
1463,C10509,0.0007118704395799964,0.0001702927317397221,0.00010386617440548608,C22H22O9,430.4047
1464,C06611,0.0005339028296849973,0.000170284183567701,0.0006106363788124251,C3H5ClO,92.5242
1465,C00046,0.0007118704395799964,0.00017025693480254693,0.0003889493877658452,C10H18O13P2R2(C5H8O6PR)n,999.0
1466,C06729,0.0007118704395799964,0.00017022927084530556,5.115521436847894e-05,C8H10O4,170.1626
1467,C20361,0.0007118704395799964,0.0001701829096210773,0.0003935156808064881,C10H14N2O,178.231
1468,C09789,0.0005339028296849973,0.0001701377825602211,0.00034280924430313796,C27H32O14,580.5346
1469,C10858,0.0007118704395799964,0.00017008137103649885,0.0004950050046386843,C9H15NO3,185.2203
1470,C12135,0.0005339028296849973,0.00017005972024198285,0.0004492467638395805,C16H12O6,300.2629
1471,C10520,0.0005339028296849973,0.00017005972024198285,0.0004492467638395805,C16H12O6,300.2629
1472,C05941,0.0007118704395799964,0.00017002874911537647,0.0003571666135390887,C5H9NO4,147.1293
1473,C04845,0.0007118704395799964,0.00016993068877467076,1.2369348087299988e-05,C39H69N2O18R,999.0
1474,C14104,0.0005339028296849973,0.00016991360679015864,0.00034060301559114093,C11H12O3,192.2112
1475,C20831,0.0007118704395799964,0.00016982271688099012,0.0005301073253913919,C6H13O11PS,324.1996
1476,C11437,0.0008898380494749955,0.00016979301577843778,8.40906790902904e-05,C5H11O7P,214.1104
1477,C08616,0.0005339028296849973,0.0001697281516537836,9.503432354663534e-08,C30H50O,426.7174
1478,C01312,0.0003559352197899982,0.0001697225700261526,0.00034060301559114115,C20H32O5,352.4651
1479,C05801,0.0005339028296849973,0.0001696788174336388,0.0004249105439144868,C36H54O2,518.8128
1480,C00153,0.0008898380494749955,0.00016964183500349145,2.195556279751802e-05,C6H6N2O,122.1246
1481,C01242,0.0008898380494749955,0.00016941027349607555,0.0002717708138585413,C9H19N2OS2R,999.0
1482,C11544,0.0008898380494749955,0.00016940812500571201,4.261343440146563e-06,C9H16O9,268.2179
1483,C20943,0.0005339028296849973,0.00016934814355658016,0.0004431256537018556,C10H16O,152.2334
1484,C03064,0.0005339028296849973,0.0001692977549429602,0.0003406663718068388,C4H6O5,134.0874
1485,C15520,0.0005339028296849973,0.00016921006295838028,0.00034060301559114093,C27H46O3,418.6523
1486,C06341,0.0005339028296849973,0.00016921006295838028,0.00034060301559114093,C27H46O3,418.6523
1487,C00940,0.0008898380494749955,0.00016919996061897814,9.167132011902539e-05,C5H7NO4,145.1134
1488,C11499,0.0007118704395799964,0.00016916313702089377,0.0005754211034520887,C3H6O6S,170.1411
1489,C00577,0.0008898380494749955,0.00016910862558755803,6.929702816003824e-06,C3H6O3,90.0779
1490,C14109,0.0007118704395799964,0.00016906294611090708,8.204786310920742e-05,C8H8O4,168.1467
1491,C06193,0.0007118704395799964,0.00016906059224576424,0.00038355704307647693,C10H14N5O8P,363.2206
1492,C00634,0.0005339028296849973,0.00016900863571114942,0.00017030150779557052,(C14H21NO14S)n,999.0
1493,C01674,0.0007118704395799964,0.00016900729920075246,0.00034637835242652725,C16H28N2O11,424.4003
1494,C00027,0.0007118704395799964,0.00016896542559800593,0.000226173861299699,H2O2,34.0147
1495,C19822,0.0003559352197899982,0.00016894215064829817,0.00034060301559114115,C6H8O4,144.1253
1496,C00320,0.0003559352197899982,0.00016888293356529498,0.00034060301559114093,HS2O3,113.1361
1497,C16718,0.0005339028296849973,0.00016878079915056562,0.00046331840620878416,C26H32O9,488.5269
1498,C00583,0.0007118704395799964,0.0001687198445358248,0.0006248354737741083,C3H8O2,76.0944
1499,C06205,0.0007118704395799964,0.00016869647031989972,0.00019847839770963043,C10H10O2,162.1852
1500,C17211,0.0007118704395799964,0.0001686203748853123,8.546315133970255e-06,C6H10O3S,162.2068
1501,C03273,0.0007118704395799964,0.0001686002875843853,9.58377939070203e-06,C5H8O3,116.1152
1502,C08492,0.0003559352197899982,0.00016851077155649702,0.000340603015591141,C6H12O,100.1589
1503,C21086,0.0005339028296849973,0.0001684990823188917,0.0007825065716581581,C9H10O5,198.1727
1504,C19700,0.0005339028296849973,0.0001684290437560441,0.0003537203022590053,C26H19Cl2N3O7,556.351
1505,C00818,0.0007118704395799964,0.00016842646236139662,0.0005158492725109183,C6H10O8,210.1388
1506,C00462,0.0005339028296849973,0.00016842416750128153,6.071637337701702e-07,HX,999.0
1507,C17373,0.0005339028296849973,0.00016839308177073404,0.0006403428810458263,C20H31N3O8S,473.5404
1508,C03974,0.0008898380494749955,0.0001683531452417065,0.000123986014600175,C4H8O7PR,999.0
1509,C01118,0.0008898380494749955,0.0001683425902649764,4.040554214595009e-05,C8H13NO6,219.1919
1510,C05584,0.0007118704395799964,0.00016824239781562878,0.001437520263740759,C9H10O5,198.1727
1511,C06160,0.0007118704395799964,0.00016817349785403375,2.0280384772910486e-05,C16H17NO3,271.3111
1512,C21453,0.0007118704395799964,0.0001681714606037622,0.0007382804243381633,C9H9NO3,179.1727
1513,C06711,0.0005339028296849973,0.00016816204377925585,0.00034056077811400905,C13H10O,182.2179
1514,C16695,0.0005339028296849973,0.00016813389791259898,0.0003969253262231144,C53H82O2,751.217
1515,C14089,0.0005339028296849973,0.00016808419219697523,0.0002737375847656226,C11H10O,158.1965
1516,C02222,0.0007118704395799964,0.00016805327402043198,5.943155242707078e-05,C6H6O5,158.1088
1517,C01304,0.0007118704395799964,0.00016803104140702136,2.964240894701846e-05,C9H16N5O8P,353.2258
1518,C01108,0.0007118704395799964,0.0001680198268933578,4.789573609974021e-05,C6H6O3,126.11
1519,C04476,0.0007118704395799964,0.0001680135554762142,0.00045978583947884873,C5H13NO6PR,999.0
1520,C04537,0.0005339028296849973,0.00016800757638488073,0.0003506910258985567,C36H64N2O17P2(C5H8)n,999.0
1521,C16180,0.0005339028296849973,0.00016798829327289186,0.00034659676609056134,C41H70N7O17P3S,1058.0175
1522,C16179,0.0005339028296849973,0.00016798829327289186,0.00034659676609056134,C41H68N7O17P3S,1056.0016
1523,C02041,0.0005339028296849973,0.00016798829327289186,0.00034659676609056123,C41H74N7O17P3S,1062.0492
1524,C01127,0.0008898380494749955,0.00016795147804441512,2.9133646447781573e-06,C5H6O6,162.0975
1525,C11405,0.0007118704395799964,0.00016787340122347867,0.00020437249345860563,C10H16O3,184.2322
1526,C19673,0.0007118704395799964,0.0001678564718843644,0.0007216032360191567,C4H5O3SR,999.0
1527,C01367,0.0007118704395799964,0.00016783921276498486,0.0003459666703471397,C10H14N5O7P,347.2212
1528,C01610,0.0005339028296849973,0.00016758908605851966,0.000340603015591141,C22H29N7O5,471.5096
1529,C01210,0.0007118704395799964,0.00016754302311031824,0.00011192352473026134,C3H10NO4P,155.0896
1530,C02236,0.0007118704395799964,0.00016754186027372137,0.0002561983883663831,C7H6O5S,202.1845
1531,C05822,0.0007118704395799964,0.00016737231108657284,0.00038118071827362114,C9H14N3O8P,323.1965
1532,C05338,0.0007118704395799964,0.00016734049636978342,6.718105216148517e-05,C29H42N7O18P3S,901.6662
1533,C11700,0.0005339028296849973,0.00016733708003508618,0.0003418952759478565,C29H36O10,544.5901
1534,C01368,0.0007118704395799964,0.00016733007640652657,0.00034275959463455193,C9H13N2O9P,324.1813
1535,C11436,0.0007118704395799964,0.00016725779287132263,7.217876258941059e-05,C14H26N3O17P3,601.2874
1536,C06589,0.0005339028296849973,0.00016722483243020658,0.00034060301559114093,C12H12O2,188.2225
1537,C17946,0.0005339028296849973,0.00016719674625853003,0.0004345829049197378,C4H5O7P,196.0521
1538,C06731,0.0007118704395799964,0.00016715257692300056,4.654077437875597e-05,C8H10O4,170.1626
1539,C06720,0.0007118704395799964,0.00016715257692300056,4.654077437875597e-05,C8H10O4,170.1626
1540,C00565,0.0007118704395799964,0.0001671361600386697,1.1813151564466635e-05,C3H9N,59.1103
1541,C03588,0.0003559352197899982,0.00016712654810153825,0.0006810793187508865,C21H30O5,362.4599
1542,C01273,0.0007118704395799964,0.000167103037109025,9.166378046273234e-05,C12H10O4,218.2054
1543,C00493,0.0007118704395799964,0.00016709855014309885,7.74909663758429e-05,C7H10O5,174.1513
1544,C05551,0.0005339028296849973,0.0001670454323714976,0.0003407039329918595,C16H18N2O4S,334.3901
1545,C03652,0.0007118704395799964,0.00016702914683235822,0.000525931905380114,C6H10O5,162.1406
1546,C11882,0.0005339028296849973,0.00016695644355803734,0.0003406030155911411,C20H32O,288.4675
1547,C14850,0.0007118704395799964,0.0001669293608902755,1.3627707772803263e-05,C20H12O,268.3087
1548,C04755,0.0007118704395799964,0.00016691888778449883,1.1227106394006679e-05,C14H25NO14PR,999.0
1549,C20237,0.0008898380494749955,0.0001668236534191034,2.434241035132166e-05,C12H23O14P,422.2764
1550,C04047,0.0007118704395799964,0.0001668005396426715,0.0006879850063218233,C25H42N7O18P3S,853.6234
1551,C04738,0.0007118704395799964,0.0001667701576412202,0.00024321883216606806,C31H53N3O19P2,833.7087
1552,C16395,0.0007118704395799964,0.0001667219721432718,1.62614286957576e-07,C7H7N3O4,197.1482
1553,C12367,0.0005339028296849973,0.00016671260001774029,0.00037355476728930366,C20H14O7,366.321
1554,C01709,0.0005339028296849973,0.0001666956882656525,0.0008717923357945598,C16H14O6,302.2788
1555,C16492,0.0007118704395799964,0.00016666396153206924,6.980613037045311e-05,C21H22O10,434.3934
1556,C08735,0.0007118704395799964,0.00016662720479061164,0.000594834606708815,C3H3ClN4O,146.5351
1557,C05130,0.0007118704395799964,0.00016659411212792486,0.0001239445320501018,C5H6N2O,110.1139
1558,C12427,0.0007118704395799964,0.00016658895322212394,0.00033276378053512256,C27H29NO11,543.5193
1559,C01694,0.0003559352197899982,0.0001665777053881537,0.00034060301559114115,C28H44O,396.6484
1560,C14810,0.0003559352197899982,0.0001665777053881537,0.00034060301559114115,C20H32O4,336.4657
1561,C01056,0.0003559352197899982,0.0001665777053881537,0.00034060301559114115,C10H14N2O,178.231
1562,C03690,0.0003559352197899982,0.0001665777053881537,0.00034060301559114115,C24H38O4,390.5561
1563,C01066,0.0003559352197899982,0.0001665777053881537,0.00034060301559114115,C6H8O2,112.1265
1564,C14388,0.0003559352197899982,0.0001665777053881537,0.00034060301559114115,C21H20Cl2O3,391.2877
1565,C00774,0.0003559352197899982,0.0001665777053881537,0.00034060301559114115,C15H14O5,274.2687
1566,C03470,0.0007118704395799964,0.00016650477982474202,1.3453884435365073e-05,C27H34N2O9,530.5669
1567,C06456,0.0005339028296849973,0.0001664600320352747,0.0007911334830753549,CH3O5P,126.0053
1568,C15777,0.0003559352197899982,0.00016643085604463428,0.00034060301559114115,C28H46O,398.6642
1569,C15776,0.0003559352197899982,0.00016643085604463428,0.00034060301559114115,C29H48O,412.6908
1570,C16399,0.0007118704395799964,0.000166426875169665,0.00019831837541947451,C7H11N3O,153.1817
1571,C03077,0.0007118704395799964,0.00016641145283869242,0.000599367293819597,C8H7ClO2,170.593
1572,C16388,0.0005339028296849973,0.00016617984789356685,0.0011907864381267804,C45H72N7O18P3S,1124.0756
1573,C04022,0.0007118704395799964,0.0001660836243223361,2.8341057691757257e-05,C5H10O2S,134.1967
1574,C05466,0.0007118704395799964,0.0001659994101369264,0.00011000283596237579,C26H43NO5,449.6233
1575,C00854,0.0005339028296849973,0.00016599345769441597,0.00039343949236551716,C6H12O,100.1589
1576,C11735,0.0007118704395799964,0.00016594294977146325,0.00037862710205191963,C4H9NO2,103.1198
1577,C00705,0.0008898380494749955,0.00016590933648683875,1.1295156681952591e-06,C9H15N3O10P2,387.177
1578,C16146,0.0005339028296849973,0.00016583884850413863,0.00042044209653184804,C30H40O2,432.6374
1579,C20917,0.0007118704395799964,0.0001658332977446879,0.00019581899204755345,C11H19N3O6,289.2851
1580,C20854,0.0005339028296849973,0.0001657831884888449,0.0004925094807471566,C19H30O5,338.4385
1581,C05680,0.0007118704395799964,0.00016576314177553161,9.42915339057794e-08,C4H12NO3P,153.1167
1582,C01099,0.0007118704395799964,0.00016571941627441922,0.0003869853861380448,C6H13O8P,244.1364
1583,C00236,0.0008898380494749955,0.00016568771310616673,5.40660819598874e-06,C3H8O10P2,266.0371
1584,C00857,0.0008898380494749955,0.0001656768608373208,8.471221052657618e-05,C21H27N6O15P2,665.4178
1585,C07118,0.0007118704395799964,0.00016552273545851183,6.300833808793527e-05,C30H42N7O18P3S,913.6769
1586,C01845,0.0005339028296849973,0.00016550415188294824,0.0003824135569272518,C3H8O,60.095
1587,C00447,0.0008898380494749955,0.00016548420403312796,2.7230241035353598e-05,C7H16O13P2,370.1417
1588,C01037,0.0007118704395799964,0.00016538824662195006,0.0002274404212566926,C9H20N2O2,188.2673
1589,C05582,0.0007118704395799964,0.00016537402447194664,0.0014467670839486571,C9H10O4,182.1733
1590,C05922,0.0007118704395799964,0.00016535199711434866,0.0002036659333439931,C10H18N5O15P3,541.1957
1591,C06558,0.0007118704395799964,0.00016533750577675386,0.00010528165106082217,C5H8N4O2,156.1426
1592,C16453,0.0005339028296849973,0.0001652712341557,2.8510297063990603e-07,C10H13N3O2,207.2291
1593,C21326,0.0005339028296849973,0.00016523851026587405,0.0004611472377944989,C8H10N2O3,182.1766
1594,C01411,0.0005339028296849973,0.00016522139022622865,3.039496511184826e-05,C10H18O,154.2493
1595,C05618,0.0005339028296849973,0.00016512606977054107,6.019930351001004e-07,C6H5ClO2,144.5557
1596,C13638,0.0005339028296849973,0.00016509432927282468,0.00034060301559114093,C8H10O2,138.1638
1597,C03005,0.0007118704395799964,0.00016506334391395668,0.0005435916165563217,C8H9NO2,151.1626
1598,C02465,0.0007118704395799964,0.00016505933818102293,1.5102266500119196e-05,C15H12I3NO4,650.9735
1599,C21640,0.0005339028296849973,0.0001650195990376014,8.103764968590795e-05,C9H13N5O3,239.2312
1600,C02495,0.0005339028296849973,0.0001650019089201658,0.0004098895948712443,C15H10O5,270.2369
1601,C16375,0.0005339028296849973,0.00016495613987164718,0.001179509656939764,C45H70N7O18P3S,1122.0597
1602,C00491,0.0007118704395799964,0.00016495481310448018,0.0003623358081170831,C6H12N2O4S2,240.3005
1603,C07585,0.0007118704395799964,0.00016493747247287081,4.106363390349973e-05,C8H9N3O2,179.176
